dataset,target_size,algorithm,time,metric1,metric2,selected_features
lucas_full,30,bsnet,128.48,0.38,0.11,503-612-626-648-1126-1486-1503-1717-1757-1789-1816-1921-2398-2412-2561-2644-2741-2860-2905-2923-3104-3326-3437-3519-3790-3942-4076-4114-4130-4152||111-435-503-622-1503-1506-1646-1757-1789-1816-1921-2080-2199-2216-2462-2591-2644-2860-2872-2999-3101-3104-3119-3326-3519-3790-3942-4114-4130-4152||503-1126-1307-1503-1712-1789-1885-1921-2251-2260-2398-2401-2484-2486-2644-2787-2872-2977-2999-3000-3161-3326-3334-3437-3541-3631-3975-4018-4076-4130||435-762-909-1126-1757-1921-1983-2199-2416-2427-2462-2484-2486-2565-2628-2703-2712-2810-2872-3000-3175-3437-3631-3785-3942-3980-4018-4076-4082-4130||697-909-1126-1183-1503-1589-1757-1789-1816-1885-1921-1925-2199-2384-2398-2414-2462-2702-2872-3000-3104-3161-3326-3437-3682-3790-3924-3942-4076-4152||503-626-872-1449-1503-1659-1717-1749-1816-1921-2199-2251-2260-2427-2462-2486-2558-2574-2810-2872-2992-3041-3161-3326-3785-3790-4018-4076-4114-4130||52-503-989-1017-1251-1424-1503-1730-1789-1793-1816-1885-1921-2398-2484-2486-2702-2787-3000-3161-3326-3334-3519-3683-3785-3942-4076-4114-4130-4152||755-1183-1453-1486-1503-1717-1749-1816-1885-1921-2199-2213-2252-2462-2486-2561-2703-2712-2741-3000-3175-3283-3326-3395-3479-3683-3712-4018-4076-4130||435-503-648-872-1183-1481-1503-1506-1717-1730-1749-1921-1989-2199-2220-2486-2574-2741-2872-3000-3104-3161-3334-3437-3790-3916-3993-4020-4076-4130||244-435-648-989-1341-1378-1449-1506-1698-1757-1816-1921-2199-2216-2220-2391-2486-2558-2591-2628-2787-2872-3119-3334-3395-3631-3942-3993-4082-4130
lucas_full,30,pcal,6.02,0.07,0.15,4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199||4170-4171-4172-4173-4174-4175-4176-4177-4178-4179-4180-4181-4182-4183-4184-4185-4186-4187-4188-4189-4190-4191-4192-4193-4194-4195-4196-4197-4198-4199
lucas_full,30,lasso,35.65,0.34,0.12,401-402-403-404-405-406-407-408-409-410-411-412-413-414-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199||401-402-403-404-405-406-407-408-409-410-411-412-413-414-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199||401-402-403-404-405-406-407-408-409-410-411-412-413-414-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199||402-403-404-405-406-407-408-409-410-411-412-413-414-1405-1406-1407-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-3818-3819-4199||402-403-404-405-406-407-408-409-410-411-412-413-414-1407-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199||401-402-403-404-405-406-407-408-409-410-411-412-413-414-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199||402-403-404-405-406-407-408-409-410-411-412-413-414-1405-1406-1407-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-3818-3819-4199||402-403-404-405-406-407-408-409-410-411-412-413-414-1405-1406-1407-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-3818-3819-4199||402-403-404-405-406-407-408-409-410-411-412-413-414-1405-1406-1407-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-3818-3819-4199||401-402-403-404-405-406-407-408-409-410-411-412-413-414-1408-1409-1410-1411-1412-1413-1414-1415-1416-1417-1418-1419-3818-3819-3820-4199
indian_pines,5,fsdrl,25.72,0.66,0.61,28-74-101-142-163||28-63-99-141-164||28-63-106-141-162||28-66-106-141-164||28-63-105-142-163||27-66-101-141-164||27-66-101-141-164||28-66-105-142-163||28-66-105-141-164||28-63-106-141-163
indian_pines,5,bsnet,44.84,0.56,0.49,60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||60-103-112-117-148||48-60-103-117-148
indian_pines,5,pcal,0.09,0.53,0.44,26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30||26-27-28-29-30
indian_pines,5,lasso,0.98,0.56,0.48,40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158||40-148-156-157-158
indian_pines,10,fsdrl,25.99,0.7,0.66,23-30-55-74-92-107-128-141-163-182||24-31-55-74-91-108-110-149-159-182||22-30-55-74-92-107-128-149-160-182||26-38-57-74-92-108-129-149-165-182||24-30-55-74-91-107-112-141-160-182||24-30-55-74-89-107-110-140-163-181||24-40-55-74-91-108-112-148-164-181||26-35-51-74-92-108-112-148-160-182||22-30-55-74-91-107-128-142-160-182||19-32-52-74-92-108-139-141-159-181
indian_pines,10,bsnet,44.84,0.58,0.52,0-48-51-60-71-72-103-112-117-148||0-60-72-102-103-112-117-148-149-165||48-51-60-72-103-112-117-148-149-165||48-60-72-102-103-112-117-148-149-165||0-48-51-60-103-112-117-148-149-165||0-48-60-67-103-112-117-148-149-165||46-48-60-67-103-112-117-148-149-165||46-48-51-60-103-112-117-148-149-165||0-48-51-60-103-112-117-148-149-165||48-60-67-102-103-112-117-148-149-165
indian_pines,10,pcal,0.5,0.56,0.5,0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74||0-25-26-27-28-29-30-56-60-74
indian_pines,10,lasso,0.98,0.65,0.6,40-76-110-113-148-149-156-157-158-159||40-76-113-148-149-155-156-157-158-159||40-76-113-148-149-155-156-157-158-159||40-76-113-148-149-155-156-157-158-159||40-42-76-113-148-149-155-156-157-158||40-76-113-148-149-155-156-157-158-159||36-40-76-113-148-149-156-157-158-159||36-40-76-113-148-149-156-157-158-159||40-76-113-148-149-155-156-157-158-159||12-36-40-76-113-148-149-156-157-158
indian_pines,15,fsdrl,26.29,0.74,0.7,11-28-37-51-63-74-89-94-111-113-141-149-153-172-182||11-27-36-51-61-74-86-98-110-128-139-149-160-173-184||8-27-40-50-62-74-85-101-120-125-141-148-160-174-184||14-25-45-48-61-75-85-98-119-129-137-149-153-178-182||11-27-37-51-60-74-86-99-111-112-140-148-160-173-183||11-28-38-57-61-74-85-94-110-128-140-153-160-174-184||10-30-31-50-61-74-89-98-111-112-140-149-160-176-184||11-27-36-51-60-78-86-98-110-128-141-149-160-171-182||13-27-40-50-60-78-89-98-110-128-139-149-160-172-182||11-27-36-57-59-78-93-94-110-129-140-148-160-172-184
indian_pines,15,bsnet,44.84,0.6,0.54,0-46-47-48-51-60-71-72-102-103-112-117-148-149-165||0-4-35-48-60-67-71-72-102-103-112-117-148-149-165||0-40-48-51-60-67-71-72-102-103-112-117-148-149-165||0-5-46-48-60-71-72-102-103-112-117-125-148-149-165||0-46-48-51-60-67-68-72-74-103-112-117-148-149-165||0-46-47-48-51-60-67-72-102-103-112-117-148-149-165||0-4-46-47-48-51-60-67-102-103-112-117-148-149-165||0-4-46-48-51-60-67-72-74-103-112-117-148-149-165||0-4-46-48-51-60-67-68-72-103-112-117-148-149-165||0-4-46-48-51-60-67-102-103-112-117-148-149-160-165
